hi
         108580237 function calls (108559707 primitive calls) in 415.720 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
      153    0.000    0.000    0.000    0.000 abstract.py:27(_on_type_disposal)
       26    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       80    0.000    0.000    0.000    0.000 npyimpl.py:450(_KernelImpl)
      103    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
     32/9    0.000    0.000    0.004    0.000 pyparsing.py:4466(leaveWhitespace)
       29    0.000    0.000    0.000    0.000 ntpath.py:289(expanduser)
      147    0.000    0.000    0.000    0.000 inspect.py:64(ismodule)
       60    0.000    0.000    0.000    0.000 numerictypes.py:285(issubclass_)
        1    0.000    0.000    0.001    0.001 slsqp.py:1(<module>)
        1    0.000    0.000    0.032    0.032 nrt.py:19(initialize)
       30    0.000    0.000    0.002    0.000 __init__.py:569(__init__)
       50    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        1    0.000    0.000    0.001    0.001 byteflow.py:1(<module>)
        2    0.000    0.000    0.010    0.005 analysis.py:1(<module>)
       16    0.000    0.000    0.001    0.000 functools.py:816(dispatch)
       20    0.000    0.000    0.000    0.000 builtins.py:144(choose_result_int)
        9    0.000    0.000    0.000    0.000 getlimits.py:514(__init__)
       80    0.000    0.000    0.029    0.000 npyimpl.py:428(_ufunc_db_function)
      141    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1515(XMLParser)
        1    0.000    0.000    0.001    0.001 std.py:849(__init__)
      244    0.000    0.000    0.000    0.000 version.py:284(pre)
       55    0.000    0.000    0.000    0.000 imputils.py:144(_decorate_getattr)
      171    0.000    0.000    0.020    0.000 entrypoints.py:10(init_all)
        1    0.000    0.000    0.007    0.007 typeddict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 commontypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c_parser.py:19(CParser)
        4    0.000    0.000    0.000    0.000 ansitowin32.py:116(get_win32_calls)
        1    0.000    0.000    0.008    0.008 interpreter.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overload_glue.py:104(inner)
        2    0.000    0.000    0.001    0.000 fnmatch.py:54(filter)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2599(__hash__)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5806(_makeTags)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:1(<module>)
       37    0.000    0.000    0.000    0.000 rcsetup.py:547(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 array_exprs.py:1(<module>)
       10    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
       19    0.000    0.000    0.000    0.000 __init__.py:133(check_shape)
        6    0.000    0.000    0.002    0.000 enum.py:445(_convert_)
       31    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 object_file.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
       34    0.000    0.000    0.000    0.000 enum.py:338(__getattr__)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.008    0.008 lowering.py:1(<module>)
        1    0.000    0.000    0.013    0.013 _linprog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:24(_cs_matrix)
      170    0.000    0.000    0.000    0.000 ffi.py:129(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2702(MaskedArray)
        1    0.000    0.000    0.001    0.001 cmathdecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:789(<listcomp>)
        1    0.000    0.000    0.003    0.003 subprocess.py:10(<module>)
        1    0.000    0.000    0.001    0.001 figure.py:181(FigureBase)
        8    0.000    0.000    0.001    0.000 values.py:668(descr)
        1    0.000    0.000    0.007    0.007 std.py:1(<module>)
        3    0.000    0.000    0.000    0.000 rangeobj.py:27(make_range_impl)
        1    0.000    0.000    0.008    0.008 scale.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.readlink}
        5    0.000    0.000    0.004    0.001 codegen.py:1087(_load_defined_symbols)
        5    0.000    0.000    0.000    0.000 codegen.py:1199(_create_empty_module)
      187    0.000    0.000    0.000    0.000 overload_glue.py:246(glue_lowering)
        2    0.000    0.000    0.015    0.007 __init__.py:5(<module>)
       34    0.000    0.000    0.000    0.000 values.py:538(__iter__)
        1    0.000    0.000    0.121    0.121 stencil.py:6(<module>)
        1    0.000    0.000    0.002    0.002 function_type.py:1(<module>)
       29    0.000    0.000    0.000    0.000 _collections_abc.py:840(clear)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
        9    0.000    0.000    0.000    0.000 typing.py:605(__init__)
       36    0.000    0.000    0.000    0.000 pathlib.py:741(__fspath__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
       34    0.000    0.000    0.000    0.000 __init__.py:368(_FuncPtr)
       41    0.000    0.000    0.000    0.000 rcsetup.py:49(__init__)
        1    0.000    0.000    0.002    0.002 nonlin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pythonapi.py:162(PythonAPI)
      165    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
        2    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.002    0.002 npyfuncs.py:1(<module>)
       26    0.000    0.000    0.000    0.000 pathlib.py:1087(_make_child_relpath)
        6    0.000    0.000    0.000    0.000 enum.py:816(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:93(_add_aliases)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.003    0.003 legend.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ffi.py:253(__del__)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
      116    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        3    0.000    0.000    0.001    0.000 codegen.py:644(__init__)
      101    0.000    0.000    0.000    0.000 docstring.py:67(do_copy)
        2    0.000    0.000    0.000    0.000 executionengine.py:171(_raw_object_cache_notify)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4847(parseImpl)
       12    0.000    0.000    0.000    0.000 weakref.py:287(update)
        1    0.000    0.000    0.000    0.000 dviread.py:185(Dvi)
       74    0.000    0.000    0.000    0.000 common.py:9(_decode_string)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4230(__init__)
       17    0.000    0.000    0.000    0.000 imputils.py:317(iternext_impl)
        1    0.000    0.000    0.001    0.001 data.py:1(<module>)
      244    0.000    0.000    0.000    0.000 version.py:280(release)
       24    0.000    0.000    0.001    0.000 pathlib.py:691(_from_parts)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
       53    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
       20    0.000    0.000    0.000    0.000 values.py:736(__init__)
        1    0.000    0.000    0.001    0.001 externals.py:124(_do_install)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
       96    0.000    0.000    0.000    0.000 enum.py:683(value)
        1    0.000    0.000    0.004    0.004 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:612(Misc)
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
        9    0.000    0.000    0.001    0.000 patches.py:2015(__init_subclass__)
        1    0.000    0.000    0.001    0.001 sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method win32api.RegOpenKey}
        1    0.000    0.000    0.001    0.001 pyparsing.py:4875(_makeTags)
      124    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
        1    0.000    0.000    0.001    0.001 config.py:80(update)
        1    0.000    0.000    0.000    0.000 legend.py:269(Legend)
        1    0.000    0.000    0.003    0.003 plistlib.py:1(<module>)
    33/19    0.000    0.000    0.001    0.000 pyparsing.py:3737(parseImpl)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
        1    0.000    0.000    0.001    0.001 cmathimpl.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       10    0.000    0.000    0.000    0.000 abstract.py:173(__call__)
       15    0.000    0.000    0.000    0.000 typing.py:121(_type_check)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
        1    0.000    0.000    0.000    0.000 target_extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       48    0.000    0.000    0.000    0.000 lapack.py:866(backtickrepl)
        1    0.000    0.000    0.004    0.004 basic.py:7(<module>)
        8    0.000    0.000    0.000    0.000 values.py:638(descr_prototype)
        2    0.000    0.000    0.000    0.000 getlimits.py:415(_init)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:62(__init__)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
      244    0.000    0.000    0.000    0.000 version.py:292(dev)
        1    0.000    0.000    0.007    0.007 reduction.py:10(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1674(FigureCanvasBase)
        2    0.000    0.000    0.000    0.000 tokenize.py:388(open)
       12    0.000    0.000    0.004    0.000 __init__.py:2557(_version_from_file)
        6    0.000    0.000    0.000    0.000 targets.py:9(get_process_triple)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
       12    0.000    0.000    0.000    0.000 __init__.py:1942(get_aliased_and_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:73(_add_types)
       12    0.000    0.000    0.000    0.000 module.py:169(global_variables)
       42    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
       77    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      244    0.000    0.000    0.000    0.000 version.py:296(local)
        1    0.000    0.000    0.002    0.002 nrt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
       12    0.000    0.000    0.000    0.000 module.py:182(functions)
    19/17    0.000    0.000    0.061    0.004 <frozen importlib._bootstrap>:1018(_gcd_import)
       10    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
       11    0.000    0.000    0.003    0.000 pyparsing.py:1901(parseString)
        1    0.000    0.000    0.006    0.006 artist.py:1(<module>)
      168    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
        1    0.000    0.000    0.000    0.000 path.py:23(Path)
        1    0.000    0.000    0.000    0.000 wintypes.py:2(<module>)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:757(create_module)
        1    0.000    0.000    0.002    0.002 backend_agg.py:1(<module>)
       16    0.000    0.000    0.001    0.000 typeof.py:25(typeof)
        1    0.000    0.000    0.000    0.000 npydecl.py:437(register_number_classes)
        9    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.001    0.001 dataclasses.py:809(_process_class)
      101    0.000    0.000    0.000    0.000 docstring.py:65(copy)
        1    0.000    0.000    0.003    0.003 matfuncs.py:5(<module>)
       29    0.000    0.000    0.000    0.000 inspect.py:1864(_signature_is_builtin)
        1    0.000    0.000    0.009    0.009 _parser.py:2(<module>)
        1    0.000    0.000    0.067    0.067 _quadrature.py:1(<module>)
      190    0.000    0.000    0.001    0.000 __init__.py:2515(_parse_extras)
       20    0.000    0.000    0.000    0.000 builtins.py:141(choose_result_bitwidth)
        2    0.000    0.000    0.000    0.000 tempfile.py:134(rng)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:617(Axis)
        1    0.000    0.000    0.000    0.000 pylowering.py:1(<module>)
       29    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4680(stopOn)
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       79    0.000    0.000    0.000    0.000 overrides.py:126(decorator)
        1    0.000    0.000    0.002    0.002 listdecl.py:1(<module>)
        6    0.000    0.000    0.000    0.000 function_base.py:2053(__init__)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
      149    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 context.py:8(get_global_context)
        1    0.000    0.000    0.036    0.036 callconv.py:1(<module>)
        1    0.000    0.000    0.064    0.064 _subplots.py:1(<module>)
        1    0.000    0.000    0.007    0.007 minpack.py:1(<module>)
      165    0.000    0.000    0.000    0.000 _utils.py:13(is_used)
        2    0.000    0.000    0.236    0.118 dispatcher.py:402(_compile_for_args)
       84    0.000    0.000    0.000    0.000 overload_glue.py:97(wrap_impl)
       38    0.000    0.000    0.000    0.000 weakref.py:485(popitem)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
      117    0.000    0.000    0.000    0.000 __init__.py:920(_added_new)
